meter_id,location,violation_description,fine_amount,counts,revenue,latitude,longitude,meter_type,policy_complexity,rate_type,park_limit
HO222,1601 IVAR AV,OUTSIDE LINES/METER,58.0,13,754.0,34.100275,-118.32823700000002,Single-Space,59,TOD,2.0
OS333,11300 MISSISSIPPI AV,METER EXPIRED,63.0,59,3717.0,34.038496,-118.4441,Single-Space,13,FLAT,4.0
MD897,1201 CUMMINGS ST N,METER EXPIRED,63.0,59,3717.0,34.058931,-118.205638,Single-Space,13,FLAT,4.0
MD897,1201 CUMMINGS ST N,OUTSIDE LINES/METER,58.0,13,754.0,34.058931,-118.205638,Single-Space,13,FLAT,4.0
OS467A,11701 OLYMPIC BL W,METER EXPIRED,63.0,59,3717.0,34.033643,-118.449149,Single-Space,13,FLAT,2.0
WV393,900 WESTWOOD BLVD,METER EXPIRED,63.0,59,3717.0,34.062937,-118.44521,Single-Space,41,TOD,2.0
WV393,900 WESTWOOD BLVD,OUTSIDE LINES/METER,58.0,20,1160.0,34.062937,-118.44521,Single-Space,41,TOD,2.0
WV393,930 WESTWOOD BLVD,METER EXPIRED,63.0,11,693.0,34.062937,-118.44521,Single-Space,41,TOD,2.0
MD394,1600 EASTLAKE AV,METER EXPIRED,63.0,59,3717.0,34.064031,-118.206134,Single-Space,13,FLAT,4.0
WW572,651 ARDMORE AV S,METER EXPIRED,63.0,59,3717.0,34.061405,-118.302068,Single-Space,13,FLAT,0.5
SO527,13901 VENTURA BL,METER EXPIRED,63.0,59,3717.0,34.149209,-118.437739,Single-Space,13,FLAT,2.0
CB1811,1000 SANTEE ST S,METER EXPIRED,63.0,59,3717.0,34.038422,-118.255508,Single-Space,25,TOD,2.0
CB1811,1024 SANTEE ST S,METER EXPIRED,63.0,20,1260.0,34.038422,-118.255508,Single-Space,25,TOD,2.0
MD931,1101 CHICAGO ST N,METER EXPIRED,63.0,59,3717.0,34.056816999999995,-118.205666,Single-Space,13,FLAT,4.0
MD931,1101 CHICAGO ST N,OUTSIDE LINES/METER,58.0,21,1218.0,34.056816999999995,-118.205666,Single-Space,13,FLAT,4.0
MM193,600 DETROIT ST S,METER EXPIRED,63.0,59,3717.0,34.062891,-118.345034,Single-Space,13,FLAT,2.0
MM100,700 BURNSIDE AV,METER EXPIRED,63.0,59,3717.0,34.061707,-118.349574,Single-Space,13,FLAT,2.0
ED613,1020 CROCKER ST S,METER EXPIRED,63.0,59,3717.0,34.034188,-118.250741,Single-Space,13,TOD,2.0
ED613,1000 CROCKER ST S,METER EXPIRED,63.0,24,1512.0,34.034188,-118.250741,Single-Space,13,TOD,2.0
BF225,7601 MELROSE AV,METER EXPIRED,63.0,59,3717.0,34.083774,-118.355843,Single-Space,25,FLAT,2.0
OS90,2200 FEDERAL AV,METER EXPIRED,63.0,59,3717.0,34.035205,-118.445703,Single-Space,13,FLAT,2.0
WH367,22801 VENTURA BL,METER EXPIRED,63.0,59,3717.0,34.165701,-118.62477,Single-Space,13,FLAT,2.0
WH367,22843 VENTURA BL,METER EXPIRED,63.0,15,945.0,34.165701,-118.62477,Single-Space,13,FLAT,2.0
ED570,901 CROCKER ST S,METER EXPIRED,63.0,59,3717.0,34.036213000000004,-118.249432,Single-Space,13,FLAT,4.0
HO950,1800 WILCOX AV,METER EXPIRED,63.0,59,3717.0,34.105034,-118.330999,Single-Space,41,TOD,2.0
HO950,1832 WILCOX AV,METER EXPIRED,63.0,11,693.0,34.105034,-118.330999,Single-Space,41,TOD,2.0
SC280,11700 VENTURA BL,METER EXPIRED,63.0,59,3717.0,34.141582,-118.388654,Single-Space,13,FLAT,2.0
HO285,1501 VINE ST,METER EXPIRED,63.0,59,3717.0,34.098619,-118.326786,Single-Space,41,TOD,2.0
HO285,1517 VINE ST,METER EXPIRED,63.0,17,1071.0,34.098619,-118.326786,Single-Space,41,TOD,2.0
WH344,22701 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.166724,-118.621621,Single-Space,13,FLAT,2.0
WH344,22725 VENTURA BL,METER EXPIRED,63.0,11,693.0,34.166724,-118.621621,Single-Space,13,FLAT,2.0
MD930,1101 CHICAGO ST N,METER EXPIRED,63.0,58,3654.0,34.056882,-118.205624,Single-Space,13,FLAT,4.0
WH383,22901 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.165116999999995,-118.626632,Single-Space,13,FLAT,2.0
TZ171,18801 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.171742,-118.543073,Single-Space,13,FLAT,0.5
EN218,16700 LA MAIDA ST,METER EXPIRED,63.0,58,3654.0,34.159479,-118.498454,Single-Space,13,FLAT,2.0
SO436,14000 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.149143,-118.438587,Single-Space,13,FLAT,2.0
CB117,1301 HOPE ST S,METER EXPIRED,63.0,58,3654.0,34.039185,-118.265971,Single-Space,13,TOD,4.0
WA749,601 CARONDELET ST S,METER EXPIRED,63.0,58,3654.0,34.059661,-118.280922,Single-Space,13,FLAT,1.0
WA749,667 CARONDELET ST S,METER EXPIRED,63.0,16,1008.0,34.059661,-118.280922,Single-Space,13,FLAT,1.0
CB806,1101 SANTEE ST S,METER EXPIRED,63.0,58,3654.0,34.037071000000005,-118.25678899999998,Single-Space,25,TOD,2.0
SA190,1900 RESERVOIR ST,METER EXPIRED,63.0,58,3654.0,34.078298,-118.261113,Single-Space,13,FLAT,2.0
SA190,1910 RESERVOIR ST,METER EXPIRED,63.0,12,756.0,34.078298,-118.261113,Single-Space,13,FLAT,2.0
WS282,2001 WESTWOOD BL,METER EXPIRED,63.0,58,3654.0,34.045734,-118.433463,Single-Space,13,FLAT,1.0
WS282,2035 WESTWOOD BL,METER EXPIRED,63.0,24,1512.0,34.045734,-118.433463,Single-Space,13,FLAT,1.0
SS43A,1500 PURDUE AV,METER EXPIRED,63.0,58,3654.0,34.046178000000005,-118.450952,Single-Space,13,FLAT,2.0
SS44,1500 PURDUE AV,METER EXPIRED,63.0,58,3654.0,34.046322,-118.451072,Single-Space,13,FLAT,2.0
SA218,1300 LOGAN ST,METER EXPIRED,63.0,58,3654.0,34.077937,-118.257876,Single-Space,13,FLAT,2.0
PM173,9700 VENICE BL,METER EXPIRED,63.0,58,3654.0,34.024041,-118.397247,Single-Space,13,FLAT,1.0
PM173,9726 VENICE BL,METER EXPIRED,63.0,15,945.0,34.024041,-118.397247,Single-Space,13,FLAT,1.0
SA205,1901 PARK AV,METER EXPIRED,63.0,58,3654.0,34.077494,-118.261521,Single-Space,13,FLAT,2.0
SA237,1500 SUNSET BL,METER EXPIRED,63.0,58,3654.0,34.075832,-118.255484,Single-Space,13,FLAT,2.0
SA237,1498 SUNSET BL,METER EXPIRED,63.0,18,1134.0,34.075832,-118.255484,Single-Space,13,FLAT,2.0
SO402,14200 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.149998,-118.44373,Single-Space,13,FLAT,2.0
SO402,14252 VENTURA BL,METER EXPIRED,63.0,13,819.0,34.149998,-118.44373,Single-Space,13,FLAT,2.0
BF484,7601 BEVERLY BL,METER EXPIRED,63.0,58,3654.0,34.076229999999995,-118.356016,Single-Space,25,FLAT,1.0
BF484,7617 BEVERLY BL,METER EXPIRED,63.0,15,945.0,34.076229999999995,-118.356016,Single-Space,25,FLAT,1.0
CB814,1101 SANTEE ST S,METER EXPIRED,63.0,58,3654.0,34.037504,-118.256439,Single-Space,25,TOD,2.0
P90,801 SWARTHMORE AV,METER EXPIRED,63.0,58,3654.0,34.046783000000005,-118.526032,Single-Space,13,FLAT,2.0
WSV122,1101 AMHERST AV,METER EXPIRED,63.0,58,3654.0,34.043615,-118.468613,Single-Space,13,FLAT,2.0
VN1000,14401 GILMORE ST,METER EXPIRED,63.0,58,3654.0,34.187711,-118.44769,Single-Space,13,TOD,2.0
VN1000,14433 GILMORE ST,METER EXPIRED,63.0,23,1449.0,34.187711,-118.44769,Single-Space,13,TOD,2.0
EN538,18000 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.164849,-118.525732,Single-Space,38,FLAT,1.0
BH228B,300 MATHEWS ST N,METER EXPIRED,63.0,58,3654.0,34.046017,-118.206584,Single-Space,13,FLAT,2.0
WW2452,301 BERENDO ST N,METER EXPIRED,63.0,58,3654.0,34.076525,-118.294485,Single-Space,13,FLAT,2.0
NH472,11200 WEDDINGTON ST,METER EXPIRED,63.0,58,3654.0,34.16695,-118.376751,Single-Space,13,FLAT,4.0
CB3055,311 4TH ST E,METER EXPIRED,63.0,58,3654.0,34.04633,-118.244223,Single-Space,57,TOD,2.0
CB3055,301 4TH ST E,METER EXPIRED,63.0,15,945.0,34.04633,-118.244223,Single-Space,57,TOD,2.0
CB3055,311 4TH ST E,OUTSIDE LINES/METER,58.0,13,754.0,34.04633,-118.244223,Single-Space,57,TOD,2.0
L258,401 LARCHMONT BL N,METER EXPIRED,63.0,58,3654.0,34.078769,-118.323773,Single-Space,13,FLAT,2.0
L258,443 LARCHMONT BL N,METER EXPIRED,63.0,28,1764.0,34.078769,-118.323773,Single-Space,13,FLAT,2.0
LT485A,339 WALL ST,METER EXPIRED,63.0,58,3654.0,34.046983000000004,-118.244443,Single-Space,36,TOD,2.0
LT485A,301 WALL ST,METER EXPIRED,63.0,48,3024.0,34.046983000000004,-118.244443,Single-Space,36,TOD,2.0
LT485A,339 WALL ST,OUTSIDE LINES/METER,58.0,23,1334.0,34.046983000000004,-118.244443,Single-Space,36,TOD,2.0
LT485A,301 WALL ST,OUTSIDE LINES/METER,58.0,13,754.0,34.046983000000004,-118.244443,Single-Space,36,TOD,2.0
LT485A,339 WALL ST S,METER EXPIRED,63.0,13,819.0,34.046983000000004,-118.244443,Single-Space,36,TOD,2.0
HP31A,5562 FIGUEROA ST N,METER EXPIRED,63.0,58,3654.0,34.108746000000004,-118.194275,Single-Space,13,FLAT,1.0
HP31A,5500 FIGUEROA ST N,METER EXPIRED,63.0,39,2457.0,34.108746000000004,-118.194275,Single-Space,13,FLAT,1.0
HP31A,5564 FIGUEROA ST N,METER EXPIRED,63.0,17,1071.0,34.108746000000004,-118.194275,Single-Space,13,FLAT,1.0
HO514B,6300 YUCCA ST,METER EXPIRED,63.0,58,3654.0,34.103738,-118.327621,Single-Space,25,TOD,2.0
HO514B,6324 YUCCA ST,METER EXPIRED,63.0,24,1512.0,34.103738,-118.327621,Single-Space,25,TOD,2.0
GA41A,3101 GLENDALE BL,METER EXPIRED,63.0,58,3654.0,34.116664,-118.262571,Single-Space,13,FLAT,2.0
GA41A,3125 GLENDALE BL,METER EXPIRED,63.0,23,1449.0,34.116664,-118.262571,Single-Space,13,FLAT,2.0
GA41A,3127 GLENDALE BL,METER EXPIRED,63.0,23,1449.0,34.116664,-118.262571,Single-Space,13,FLAT,2.0
OS93,11500 OLYMPIC BL W,METER EXPIRED,63.0,58,3654.0,34.035470000000004,-118.445561,Single-Space,13,FLAT,2.0
WS538,11101 MISSOURI AV,METER EXPIRED,63.0,58,3654.0,34.043993,-118.442579,Single-Space,13,FLAT,2.0
WS538,11151 MISSOURI AV,METER EXPIRED,63.0,11,693.0,34.043993,-118.442579,Single-Space,13,FLAT,2.0
MD885,1200 CUMMINGS ST N,METER EXPIRED,63.0,58,3654.0,34.059293,-118.205242,Single-Space,13,FLAT,4.0
MD885,1200 CUMMINGS ST N,OUTSIDE LINES/METER,58.0,12,696.0,34.059293,-118.205242,Single-Space,13,FLAT,4.0
VH182,2112 HILLHURST AV,METER EXPIRED,63.0,58,3654.0,34.110285,-118.287328,Single-Space,13,FLAT,1.0
VH182,2100 HILLHURST AV,METER EXPIRED,63.0,54,3402.0,34.110285,-118.287328,Single-Space,13,FLAT,1.0
VH182,2112 N HILLHURST AV,METER EXPIRED,63.0,15,945.0,34.110285,-118.287328,Single-Space,13,FLAT,1.0
VH182,2100 N HILLHURST AV,METER EXPIRED,63.0,11,693.0,34.110285,-118.287328,Single-Space,13,FLAT,1.0
SS476A,1900 SAWTELLE BL,METER EXPIRED,63.0,58,3654.0,34.042203,-118.444635,Single-Space,13,FLAT,2.0
LT211,269 SAN PEDRO ST S,METER EXPIRED,63.0,58,3654.0,34.047603,-118.242516,Single-Space,13,TOD,2.0
LT211,201 SAN PEDRO ST S,METER EXPIRED,63.0,25,1575.0,34.047603,-118.242516,Single-Space,13,TOD,2.0
LT211,1887 SAN PEDRO ST S,METER EXPIRED,63.0,19,1197.0,34.047603,-118.242516,Single-Space,13,TOD,2.0
PM14,3301 MOTOR AV,METER EXPIRED,63.0,58,3654.0,34.028655,-118.41038600000002,Single-Space,13,FLAT,1.0
PM14,3333 MOTOR AV,METER EXPIRED,63.0,24,1512.0,34.028655,-118.41038600000002,Single-Space,13,FLAT,1.0
MD87,1000 BRITTANIA ST,METER EXPIRED,63.0,58,3654.0,34.056833000000005,-118.208408,Single-Space,13,FLAT,4.0
BF539,801 FAIRFAX AV N,METER EXPIRED,63.0,58,3654.0,34.086587,-118.361603,Single-Space,25,FLAT,2.0
BF539,835 FAIRFAX AV N,METER EXPIRED,63.0,21,1323.0,34.086587,-118.361603,Single-Space,25,FLAT,2.0
MD869,2001 CHARLOTTE ST,METER EXPIRED,63.0,58,3654.0,34.058362,-118.20551100000002,Single-Space,13,FLAT,4.0
SG102,7400 SUNSET BL,METER EXPIRED,63.0,58,3654.0,34.097921,-118.352117,Single-Space,63,FLAT,1.0
SG102,7408 SUNSET BL,METER EXPIRED,63.0,18,1134.0,34.097921,-118.352117,Single-Space,63,FLAT,1.0
WW564,650 KINGSLEY DR S,METER EXPIRED,63.0,58,3654.0,34.061312,-118.303017,Single-Space,13,FLAT,2.0
L282,4901 1ST ST W,METER EXPIRED,63.0,58,3654.0,34.073072,-118.323979,Single-Space,41,FLAT,2.0
LC352,301 CROFT AV N,METER EXPIRED,63.0,58,3654.0,34.076324,-118.37426299999998,Single-Space,25,FLAT,2.0
WH475,22500 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.167884,-118.616972,Single-Space,13,FLAT,2.0
WH475,22504 VENTURA BL,METER EXPIRED,63.0,16,1008.0,34.167884,-118.616972,Single-Space,13,FLAT,2.0
VN293,14501 FRIAR ST,METER EXPIRED,63.0,58,3654.0,34.185734000000004,-118.450213,Single-Space,13,FLAT,2.0
VN293,14545 FRIAR ST,METER EXPIRED,63.0,36,2268.0,34.185734000000004,-118.450213,Single-Space,13,FLAT,2.0
SV576A,1500 ARGYLE AV,METER EXPIRED,63.0,58,3654.0,34.098682000000004,-118.325056,Single-Space,25,FLAT,2.0
LT252,200 CENTRAL AVE S,METER EXPIRED,63.0,58,3654.0,34.047089,-118.239313,Single-Space,13,TOD,2.0
LT252,631 CENTRAL AVE S,METER EXPIRED,63.0,18,1134.0,34.047089,-118.239313,Single-Space,13,TOD,2.0
WH429,22800 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.16533,-118.625083,Single-Space,13,FLAT,2.0
CB3140,201 6TH ST E,METER EXPIRED,63.0,58,3654.0,34.044459,-118.248647,Single-Space,45,TOD,2.0
CB3140,205 6TH ST E,METER EXPIRED,63.0,14,882.0,34.044459,-118.248647,Single-Space,45,TOD,2.0
SS131,11300 IDAHO AV,METER EXPIRED,63.0,58,3654.0,34.045866,-118.448115,Single-Space,13,FLAT,2.0
PM8,3301 MOTOR AV,METER EXPIRED,63.0,58,3654.0,34.028991999999995,-118.410643,Single-Space,13,FLAT,1.0
PM8,3303 MOTOR AV,METER EXPIRED,63.0,18,1134.0,34.028991999999995,-118.410643,Single-Space,13,FLAT,1.0
LT164,234 1ST ST E,METER EXPIRED,63.0,58,3654.0,34.050724,-118.241507,Single-Space,13,TOD,2.0
LT164,200 1ST ST E,METER EXPIRED,63.0,34,2142.0,34.050724,-118.241507,Single-Space,13,TOD,2.0
LT164,52 1ST ST E,METER EXPIRED,63.0,14,882.0,34.050724,-118.241507,Single-Space,13,TOD,2.0
SVV511,4600 WILLOW BROOK AV,METER EXPIRED,63.0,58,3654.0,34.089383000000005,-118.292531,Single-Space,13,JUMP,6.0
VW1909,3000 5TH ST W,METER EXPIRED,63.0,58,3654.0,34.065111,-118.286533,Single-Space,13,FLAT,2.0
VN290,14501 FRIAR ST,METER EXPIRED,63.0,58,3654.0,34.185733,-118.449976,Single-Space,13,FLAT,2.0
WW1730,601 SERRANO AV S,METER EXPIRED,63.0,58,3654.0,34.060401,-118.30669,Single-Space,13,FLAT,1.0
ER98B,5000 EAGLE ROCK BL,METER EXPIRED,63.0,58,3654.0,34.138760999999995,-118.213997,Single-Space,13,FLAT,2.0
ER98B,5060 EAGLE ROCK BL,METER EXPIRED,63.0,37,2331.0,34.138760999999995,-118.213997,Single-Space,13,FLAT,2.0
ER98B,5060 EAGLE ROCK BL N,METER EXPIRED,63.0,17,1071.0,34.138760999999995,-118.213997,Single-Space,13,FLAT,2.0
VH49,4650 KINGSWELL AV,METER EXPIRED,63.0,58,3654.0,34.102632,-118.291317,Single-Space,13,FLAT,1.0
VH49,4600 KINGSWELL AV,METER EXPIRED,63.0,53,3339.0,34.102632,-118.291317,Single-Space,13,FLAT,1.0
VH49,4652 KINGSWELL AV,METER EXPIRED,63.0,33,2079.0,34.102632,-118.291317,Single-Space,13,FLAT,1.0
VH49,4600W KINGSWELL AV,METER EXPIRED,63.0,15,945.0,34.102632,-118.291317,Single-Space,13,FLAT,1.0
VH152,1966 HILLHURST AV,METER EXPIRED,63.0,58,3654.0,34.107271999999995,-118.28732,Single-Space,13,FLAT,1.0
VH152,1900 HILLHURST AV,METER EXPIRED,63.0,51,3213.0,34.107271999999995,-118.28732,Single-Space,13,FLAT,1.0
VH152,1966 N HILLHURST AV,METER EXPIRED,63.0,27,1701.0,34.107271999999995,-118.28732,Single-Space,13,FLAT,1.0
SO86,4301 VAN NUYS BL,METER EXPIRED,63.0,58,3654.0,34.150202,-118.448957,Single-Space,13,FLAT,1.0
LM306,701 VISTA ST N,METER EXPIRED,63.0,58,3654.0,34.083799,-118.35228899999998,Single-Space,25,FLAT,2.0
UC29,3701 CAHUENGA BL,METER EXPIRED,63.0,58,3654.0,34.135269,-118.36164,Single-Space,13,FLAT,1.0
MM783,5600 WILSHIRE BL,METER EXPIRED,63.0,58,3654.0,34.062281,-118.351896,Single-Space,45,FLAT,1.0
MM783,5670 WILSHIRE BL,METER EXPIRED,63.0,14,882.0,34.062281,-118.351896,Single-Space,45,FLAT,1.0
CB1343,1200 HOPE ST S,METER EXPIRED,63.0,58,3654.0,34.039893,-118.265129,Single-Space,13,TOD,4.0
CB1343,1240 HOPE ST S,METER EXPIRED,63.0,19,1197.0,34.039893,-118.265129,Single-Space,13,TOD,4.0
WS395,1800 SEPULVEDA BL S,METER EXPIRED,63.0,58,3654.0,34.044878999999995,-118.441801,Single-Space,13,FLAT,1.0
ED424,938 PICO BLVD E,METER EXPIRED,63.0,58,3654.0,34.030662,-118.249255,Single-Space,13,FLAT,2.0
ED424,900 PICO BLVD E,METER EXPIRED,63.0,12,756.0,34.030662,-118.249255,Single-Space,13,FLAT,2.0
VN802,14400 DELANO ST,METER EXPIRED,63.0,58,3654.0,34.182601,-118.447048,Single-Space,13,TOD,2.0
VN802,14414 DELANO ST,METER EXPIRED,63.0,15,945.0,34.182601,-118.447048,Single-Space,13,TOD,2.0
LM278,701 FULLER AV N,METER EXPIRED,63.0,58,3654.0,34.083812,-118.349882,Single-Space,25,FLAT,2.0
WSV4,11400 SAN VICENTE BL,METER EXPIRED,63.0,58,3654.0,34.052307,-118.460666,Single-Space,13,FLAT,2.0
WSV4,11466 SAN VICENTE BL,METER EXPIRED,63.0,24,1512.0,34.052307,-118.460666,Single-Space,13,FLAT,2.0
ED610A,1116 CROCKER ST S,METER EXPIRED,63.0,58,3654.0,34.033918,-118.250937,Single-Space,13,TOD,2.0
ED610A,1100 CROCKER ST S,METER EXPIRED,63.0,51,3213.0,34.033918,-118.250937,Single-Space,13,TOD,2.0
SV336,6101 SUNSET BL,METER EXPIRED,63.0,58,3654.0,34.098121,-118.322851,Single-Space,68,TOD,2.0
VN815,6200 VAN NUYS BL,METER EXPIRED,63.0,58,3654.0,34.182937,-118.448566,Single-Space,13,TOD,0.5
WH668,21000 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.166748,-118.592417,Single-Space,38,FLAT,2.0
WH668,21048 VENTURA BL,METER EXPIRED,63.0,13,819.0,34.166748,-118.592417,Single-Space,38,FLAT,2.0
YO2,5101 YORK BL,METER EXPIRED,63.0,58,3654.0,34.1208,-118.202916,Single-Space,13,FLAT,1.0
YO2,5157 YORK BL,METER EXPIRED,63.0,24,1512.0,34.1208,-118.202916,Single-Space,13,FLAT,1.0
YO2,5153 YORK BL,METER EXPIRED,63.0,12,756.0,34.1208,-118.202916,Single-Space,13,FLAT,1.0
BF224A,7601 MELROSE AV,METER EXPIRED,63.0,58,3654.0,34.083773,-118.35575,Single-Space,25,FLAT,2.0
CB1325,1201 GRAND AVE S,METER EXPIRED,63.0,58,3654.0,34.039983,-118.263574,Single-Space,13,FLAT,4.0
WS810,1900 PONTIUS AV,METER EXPIRED,63.0,58,3654.0,34.043973,-118.441853,Single-Space,13,FLAT,2.0
MM317,601 MASSELIN AV,METER EXPIRED,63.0,58,3654.0,34.063156,-118.352573,Single-Space,13,FLAT,0.5
C1145,800 32ND ST W,METER EXPIRED,63.0,58,3654.0,34.025226,-118.283059,Single-Space,13,FLAT,2.0
BF325,8001 MELROSE AV,METER EXPIRED,63.0,58,3654.0,34.083871,-118.363996,Single-Space,25,FLAT,2.0
ED631A,1027 TOWNE AVE S,METER EXPIRED,63.0,58,3654.0,34.033581,-118.250137,Single-Space,13,TOD,2.0
ED631A,1001 TOWNE AVE S,METER EXPIRED,63.0,46,2898.0,34.033581,-118.250137,Single-Space,13,TOD,2.0
HO923,6101 SELMA AV,METER EXPIRED,63.0,58,3654.0,34.099876,-118.323309,Single-Space,41,FLAT,2.0
ED598A,1001 CROCKER ST S,METER EXPIRED,63.0,58,3654.0,34.033539000000005,-118.251383,Single-Space,13,TOD,2.0
ED598A,1141 CROCKER ST S,METER EXPIRED,63.0,28,1764.0,34.033539000000005,-118.251383,Single-Space,13,TOD,2.0
ED598A,1143 CROCKER ST S,METER EXPIRED,63.0,14,882.0,34.033539000000005,-118.251383,Single-Space,13,TOD,2.0
LM329,7300 MELROSE AV,METER EXPIRED,63.0,58,3654.0,34.083496999999994,-118.350685,Single-Space,25,FLAT,2.0
LM329,7374 MELROSE AV,METER EXPIRED,63.0,15,945.0,34.083496999999994,-118.350685,Single-Space,25,FLAT,2.0
LM360A,7200 MELROSE AV,METER EXPIRED,63.0,58,3654.0,34.083434999999994,-118.347876,Single-Space,25,FLAT,2.0
LM360A,7260 W MELROSE AV,METER EXPIRED,63.0,16,1008.0,34.083434999999994,-118.347876,Single-Space,25,FLAT,2.0
VN335,14501 SYLVAN ST,METER EXPIRED,63.0,58,3654.0,34.184736,-118.450005,Single-Space,13,TOD,2.0
VN335,14539 SYLVAN ST,METER EXPIRED,63.0,27,1701.0,34.184736,-118.450005,Single-Space,13,TOD,2.0
LM373,601 FORMOSA AV N,METER EXPIRED,63.0,58,3654.0,34.08323,-118.346277,Single-Space,25,FLAT,2.0
LM335,7300 MELROSE AV,METER EXPIRED,63.0,58,3654.0,34.083486,-118.350207,Single-Space,25,FLAT,2.0
WH811,22990 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.1647,-118.626948,Single-Space,13,FLAT,2.0
CB661,901 WALL ST S,METER EXPIRED,63.0,58,3654.0,34.038444,-118.252307,Single-Space,13,TOD,2.0
CB661,903 WALL ST S,METER EXPIRED,63.0,49,3087.0,34.038444,-118.252307,Single-Space,13,TOD,2.0
CB661,901 WALL ST S,OUTSIDE LINES/METER,58.0,14,812.0,34.038444,-118.252307,Single-Space,13,TOD,2.0
HO288B,1501 VINE ST,METER EXPIRED,63.0,58,3654.0,34.098294,-118.326782,Single-Space,41,TOD,2.0
VN748,6301 SYLMAR AV,METER EXPIRED,63.0,58,3654.0,34.185925,-118.446599,Single-Space,13,FLAT,2.0
VN748,6355 SYLMAR AV,METER EXPIRED,63.0,20,1260.0,34.185925,-118.446599,Single-Space,13,FLAT,2.0
WV574,10800 LE CONTE AV,METER EXPIRED,63.0,58,3654.0,34.063885,-118.441676,Single-Space,25,TOD,2.0
WV574,10808 LE CONTE AV,METER EXPIRED,63.0,20,1260.0,34.063885,-118.441676,Single-Space,25,TOD,2.0
CC1541,501 FIGUEROA ST N,METER EXPIRED,63.0,58,3654.0,34.062515000000005,-118.246528,Single-Space,13,TOD,4.0
SO856,13300 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.146704,-118.423879,Single-Space,13,FLAT,2.0
WF111,100 CROFT AV S,METER EXPIRED,63.0,58,3654.0,34.073481,-118.374143,Single-Space,25,FLAT,2.0
CB1404,700 HOPE ST S,METER EXPIRED,63.0,58,3654.0,34.047468,-118.258055,Single-Space,13,FLAT,2.0
SS376,1601 COLBY AV,METER EXPIRED,63.0,58,3654.0,34.044864000000004,-118.452755,Single-Space,13,FLAT,1.0
SS376,1601 COLBY AV,OUTSIDE LINES/METER,58.0,14,812.0,34.044864000000004,-118.452755,Single-Space,13,FLAT,1.0
MM775,5700 WILSHIRE BL,METER EXPIRED,63.0,58,3654.0,34.062314,-118.353484,Single-Space,45,FLAT,1.0
MM775,5700 WILSHIRE BL,OUTSIDE LINES/METER,58.0,13,754.0,34.062314,-118.353484,Single-Space,45,FLAT,1.0
MD40,1000 KINGSTON AV,METER EXPIRED,63.0,58,3654.0,34.056264,-118.209917,Single-Space,13,FLAT,4.0
MD40,1026 KINGSTON AV,METER EXPIRED,63.0,19,1197.0,34.056264,-118.209917,Single-Space,13,FLAT,4.0
MD40,1000 KINGSTON AV,OUTSIDE LINES/METER,58.0,12,696.0,34.056264,-118.209917,Single-Space,13,FLAT,4.0
CC23,300 TEMPLE ST E,METER EXPIRED,63.0,58,3654.0,34.051435999999995,-118.238634,Single-Space,13,TOD,4.0
CC23,360 TEMPLE ST E,METER EXPIRED,63.0,19,1197.0,34.051435999999995,-118.238634,Single-Space,13,TOD,4.0
WP159,401 WASHINGTON BL W,METER EXPIRED,63.0,58,3654.0,33.98134,-118.463264,Single-Space,11,FLAT,2.0
WP159,409 WASHINGTON BL W,METER EXPIRED,63.0,22,1386.0,33.98134,-118.463264,Single-Space,11,FLAT,2.0
OF77,5901 SAN VICENTE BL,METER EXPIRED,63.0,58,3654.0,34.056428000000004,-118.360049,Single-Space,13,FLAT,2.0
C397,400 37TH PL,METER EXPIRED,63.0,58,3654.0,34.017278000000005,-118.282127,Single-Space,13,FLAT,4.0
SO104,14400 VENTURA BL,METER EXPIRED,63.0,58,3654.0,34.150517,-118.446879,Single-Space,36,FLAT,2.0
CB869,1200 LOS ANGELES ST S,METER EXPIRED,63.0,58,3654.0,34.03658,-118.258481,Single-Space,25,TOD,2.0
VS4,4600 LEXINGTON AV,METER EXPIRED,63.0,58,3654.0,34.093389,-118.291249,Single-Space,13,FLAT,2.0
MM70A,700 MASSELIN AV,METER EXPIRED,63.0,58,3654.0,34.061572,-118.352855,Single-Space,13,FLAT,2.0
MM70A,730 MASSELIN AV,METER EXPIRED,63.0,20,1260.0,34.061572,-118.352855,Single-Space,13,FLAT,2.0
SS173,1500 FEDERAL AV,METER EXPIRED,63.0,58,3654.0,34.044958,-118.454112,Single-Space,13,FLAT,2.0
SS173,1520 FEDERAL AV,METER EXPIRED,63.0,23,1449.0,34.044958,-118.454112,Single-Space,13,FLAT,2.0
CC801,101 FREMONT AV N,METER EXPIRED,63.0,58,3654.0,34.05872,-118.252941,Single-Space,36,TOD,4.0
OS674,11501 PICO BL W,METER EXPIRED,63.0,58,3654.0,34.033008,-118.443236,Single-Space,13,FLAT,1.0
